Property ID,Region,Province,District,Locality,PostalCode,Street,Price,PriceType,PropertyType,PropertySubtype,BedroomCount,LivingArea,KitchenType,Furnished,Open_fire,SwimmingPool,Terrace_Area,Garden_Area,FacadeCount,FloorCount,ConstructionYear,StateBuilding,LandWidth,LandSurface,EPCScore,ScrapedURL,HasTerrace,HasGarden
20219986,Brussels,Brussels,Brussels,SCHAERBEEK,1030,,275000,residential_sale,APARTMENT,APARTMENT,2.0,100.0,SEMI_EQUIPPED,0,0,0,6.0,,2.0,8.0,,GOOD,,,D,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20219986,1,0
20220035,Brussels,Brussels,Brussels,Bruxelles,1000,Rue Neuve,325000,residential_sale,APARTMENT,APARTMENT,2.0,89.0,INSTALLED,0,0,0,18.0,,2.0,5.0,2013.0,GOOD,,,C,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20220035,1,0
20219962,Brussels,Brussels,Brussels,Ixelles,1050,Rue Ernest Solvay 18,470000,residential_sale,APARTMENT,DUPLEX,2.0,108.0,INSTALLED,0,0,0,,,3.0,3.0,1900.0,,,,G,https://www.immoweb.be/en/classified/duplex/for-sale/ixelles/1050/20219962,0,0
20241947,Brussels,Brussels,Brussels,Molenbeek-Saint-Jean,1080,rue de la Célidée,215000,residential_sale,APARTMENT,APARTMENT,2.0,98.0,,0,0,0,5.0,,2.0,5.0,,TO_RENOVATE,,,,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20241947,1,0
20219955,Brussels,Brussels,Brussels,Anderlecht,1070,Avenue Docteur Zamenhof - Dokter Zamenhoflaan,125000,residential_sale,APARTMENT,FLAT_STUDIO,0.0,35.0,SEMI_EQUIPPED,0,0,0,5.0,,1.0,20.0,1980.0,GOOD,,,C,https://www.immoweb.be/en/classified/flat-studio/for-sale/anderlecht/1070/20219955,1,0
20241957,Brussels,Brussels,Brussels,Molenbeek-Saint-Jean,1080,Boulevard Edmond Machtens,269000,residential_sale,APARTMENT,APARTMENT,2.0,82.0,,0,0,0,4.0,,2.0,4.0,,GOOD,,,,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20241957,1,0
20241946,Brussels,Brussels,Brussels,Molenbeek-Saint-Jean,1080,boulevrad Edmond Machtens,225000,residential_sale,APARTMENT,APARTMENT,2.0,80.0,INSTALLED,0,0,0,5.0,,2.0,5.0,,GOOD,,,G,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20241946,1,0
20241930,Flanders,Antwerp,Turnhout,Turnhout,2300,Kempenlaan,175000,residential_sale,APARTMENT,APARTMENT,3.0,123.0,,0,0,0,,,2.0,,1972.0,,,,C,https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/20241930,0,0
20241934,Flanders,Antwerp,Mechelen,Mechelen,2800,Geerdegemvaart,269000,residential_sale,APARTMENT,APARTMENT,1.0,61.0,INSTALLED,0,0,0,5.0,,,,2015.0,AS_NEW,,,B,https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20241934,1,0
20241917,Flanders,Antwerp,Antwerp,ANTWERPEN,2000,Paardenmarkt,699000,residential_sale,APARTMENT,APARTMENT,1.0,160.0,INSTALLED,0,0,0,18.0,93.0,2.0,4.0,,AS_NEW,,,C,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20241917,1,1
20241916,Flanders,Antwerp,Antwerp,ANTWERPEN,2000,Paardenmarkt,699000,residential_sale,APARTMENT,LOFT,1.0,160.0,INSTALLED,0,0,0,18.0,93.0,2.0,4.0,,AS_NEW,,,C,https://www.immoweb.be/en/classified/loft/for-sale/antwerpen/2000/20241916,1,1
20241918,Flanders,Antwerp,Antwerp,ANTWERPEN,2018,Maria-Theresialei,449000,residential_sale,APARTMENT,APARTMENT,3.0,166.0,SEMI_EQUIPPED,0,0,0,,,2.0,9.0,1955.0,GOOD,,,C,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20241918,0,0
20241915,Flanders,Antwerp,Antwerp,ANTWERPEN,2000,Paardenmarkt,699000,residential_sale,APARTMENT,GROUND_FLOOR,1.0,160.0,INSTALLED,0,0,0,18.0,93.0,2.0,4.0,,AS_NEW,,,C,https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerpen/2000/20241915,1,1
20186116,Brussels,Brussels,Brussels,Schaerbeek,1030,Rue Louis Socquet,185000,residential_sale,APARTMENT,APARTMENT,1.0,50.0,INSTALLED,0,0,0,56.0,,3.0,5.0,1967.0,GOOD,,,G,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20186116,1,0
20186065,Brussels,Brussels,Brussels,Schaerbeek,1030,Jules Destréestraat,149000,residential_sale,APARTMENT,APARTMENT,1.0,62.0,NOT_INSTALLED,0,0,0,3.0,,2.0,3.0,1920.0,TO_RENOVATE,,,,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20186065,1,0
20186086,Brussels,Brussels,Brussels,Anderlecht,1070,Boulevard de la Grande Ceinture,220000,residential_sale,APARTMENT,APARTMENT,2.0,75.0,INSTALLED,0,0,0,3.0,,2.0,4.0,1950.0,GOOD,,,D,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20186086,1,0
20185847,Brussels,Brussels,Brussels,Uccle,1180,,375000,residential_sale,APARTMENT,APARTMENT,2.0,93.0,HYPER_EQUIPPED,0,0,0,14.0,,,9.0,1960.0,GOOD,,,C,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20185847,1,0
