Property ID,Region,Province,District,Locality,PostalCode,Street,Price,PriceType,PropertyType,PropertySubtype,BedroomCount,LivingArea,KitchenType,Furnished,Open_fire,SwimmingPool,Terrace_Area,Garden_Area,FacadeCount,FloorCount,ConstructionYear,StateBuilding,LandWidth,LandSurface,EPCScore,ScrapedURL,HasTerrace,HasGarden
20230342,Brussels,Brussels,Brussels,Watermael-Boitsfort,1170,,499000,residential_sale,HOUSE,HOUSE,2.0,150.0,HYPER_EQUIPPED,0,0,0,50.0,,2.0,2.0,,GOOD,0.0,0.0,G,https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/20230342,1,0
20242853,Flanders,Flemish Brabant,Halle-Vilvoorde,Grimbergen,1850,,300000,residential_sale,HOUSE,HOUSE,2.0,135.0,,0,0,0,,,,,,TO_RENOVATE,0.0,135.0,E,https://www.immoweb.be/en/classified/house/for-sale/grimbergen/1850/20242853,0,0
20242846,Flanders,West Flanders,Brugge,Duinbergen,8301,Tingelhof,775000,residential_sale,HOUSE,HOUSE,5.0,165.0,,0,0,0,,,,,2007.0,,0.0,216.0,B,https://www.immoweb.be/en/classified/house/for-sale/duinbergen/8301/20242846,0,0
20197926,Flanders,West Flanders,Oostend,Westende,8434,Heidestraat,219000,residential_sale,HOUSE,HOUSE,2.0,50.0,INSTALLED,1,0,0,,,,,1994.0,GOOD,0.0,71.0,E,https://www.immoweb.be/en/classified/house/for-sale/westende/8434/20197926,0,0
20242847,Flanders,West Flanders,Brugge,Blankenberge,8370,Rerum Novarum straat,359000,residential_sale,HOUSE,HOUSE,3.0,188.0,,1,1,0,,,,3.0,,JUST_RENOVATED,0.0,217.0,D,https://www.immoweb.be/en/classified/house/for-sale/blankenberge/8370/20242847,0,0
20242833,Flanders,West Flanders,Kortrijk,Gullegem,8560,,264000,residential_sale,HOUSE,HOUSE,3.0,110.0,INSTALLED,0,0,0,,,,,1950.0,GOOD,0.0,250.0,B,https://www.immoweb.be/en/classified/house/for-sale/gullegem/8560/20242833,0,0
20242842,Flanders,West Flanders,Kortrijk,Spiere,8587,,275000,residential_sale,HOUSE,HOUSE,3.0,150.0,INSTALLED,0,0,0,,,,,2022.0,GOOD,0.0,84.0,A,https://www.immoweb.be/en/classified/house/for-sale/spiere/8587/20242842,0,0
20242838,Flanders,West Flanders,Roeselare,Izegem,8870,,269000,residential_sale,HOUSE,TOWN_HOUSE,4.0,213.0,INSTALLED,0,0,0,75.0,75.0,,,1935.0,GOOD,6.0,150.0,D,https://www.immoweb.be/en/classified/town-house/for-sale/izegem/8870/20242838,1,1
20242834,Flanders,West Flanders,Oostend,Westende,8434,Ter Streep,119500,residential_sale,HOUSE,HOUSE,2.0,44.0,,1,0,0,,,,,1972.0,JUST_RENOVATED,0.0,55.0,D,https://www.immoweb.be/en/classified/house/for-sale/westende/8434/20242834,0,0
20242831,Flanders,West Flanders,Kortrijk,Wevelgem,8560,,105000,residential_sale,HOUSE,HOUSE,2.0,90.0,NOT_INSTALLED,0,0,0,,,,,1930.0,TO_RENOVATE,0.0,160.0,F,https://www.immoweb.be/en/classified/house/for-sale/wevelgem/8560/20242831,0,0
20242829,Flanders,West Flanders,Kortrijk,Zwevegem,8550,,345000,residential_sale,HOUSE,APARTMENT_BLOCK,4.0,170.0,INSTALLED,0,0,0,,,,3.0,,,0.0,380.0,D,https://www.immoweb.be/en/classified/apartment-block/for-sale/zwevegem/8550/20242829,0,0
20242826,Flanders,West Flanders,Kortrijk,Otegem,8553,,230000,residential_sale,HOUSE,HOUSE,3.0,181.0,SEMI_EQUIPPED,0,0,0,,,,,,TO_RENOVATE,0.0,853.0,F,https://www.immoweb.be/en/classified/house/for-sale/otegem/8553/20242826,0,0
20242840,Flanders,West Flanders,Kortrijk,Kortrijk,8500,,165000,residential_sale,HOUSE,HOUSE,2.0,105.0,INSTALLED,0,0,0,10.0,,,,1900.0,GOOD,3.0,139.0,C,https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/20242840,1,0
20242828,Flanders,West Flanders,Kortrijk,Otegem,8553,,199000,residential_sale,HOUSE,HOUSE,3.0,183.0,SEMI_EQUIPPED,0,0,0,,,,,1954.0,TO_BE_DONE_UP,10.0,1363.0,F,https://www.immoweb.be/en/classified/house/for-sale/otegem/8553/20242828,0,0
20242827,Wallonie,Hainaut,Tournai,Escanaffles,7760,,325000,residential_sale,HOUSE,HOUSE,2.0,75.0,INSTALLED,0,0,0,,,,,,GOOD,0.0,1800.0,F,https://www.immoweb.be/en/classified/house/for-sale/escanaffles/7760/20242827,0,0
